date,temp,humidity,pressure,wind_speed,wind_deg,clouds,pm25,pm10,o3,no2,so2,co,aqi
2020-07-17,28.745401188473625,77.9597545259111,1007.339917805043,2.9361118426546193,20.910100380551807,86.61761457749351,145.07143064099162,165.15921243548266,56.06690070459253,76.64580622368364,5.720457300353086,7.774323891214958,197.24868389260894
2020-07-18,33.324426408004214,65.50213529560301,1012.8713464744835,3.8254534577572263,155.50020671116167,29.122914019804192,71.23391106782762,93.63724573692308,56.71117368334277,31.15950885216335,15.225062698732636,3.2477138247026875,159.12393722153377
2020-07-19,29.560699842170358,75.42703315240834,1005.6967561908,5.554487413172255,218.7161466845178,17.052412368729154,128.51759613930136,95.95759168058677,23.903095579116773,95.91084298026666,38.79712115760958,6.5629801108734585,188.70139315938638
2020-07-20,28.046137691733705,73.20457481218804,1012.4276536516691,2.732229409068673,12.379867601478622,90.9320402078782,59.76721140063839,158.95029344658042,35.52679889600101,73.00178274831856,15.909887663129384,4.4005101588335815,153.20330198768474
2020-07-21,30.467102793432797,83.25398470083343,1018.4224102564148,7.6369936493851345,215.24399237199066,92.18742350231169,68.4854455525527,196.04600160939262,25.30955012311517,35.67862899353162,6.5829551118688325,2.9399774807244827,157.70481382587022
2020-07-22,28.88677289689482,70.70259980080768,1013.1404412473737,3.6856070581242846,50.73272099091455,80.21969807540397,77.13490317738959,177.7358761897508,24.473038620786248,98.95095492804138,32.02856692538301,1.9903676115062932,162.17081407473225
2020-07-23,25.055221171236024,81.87021504122961,1006.1106697760114,6.627622080115675,129.04766227593814,11.586905952512971,131.54614284548342,161.89145470019022,71.78620555253562,69.86385014620464,16.58143086984272,0.9766876271451772,190.2651317115773
2020-07-24,28.109823217156624,79.12672414065639,1012.0832238774292,7.323276455457959,43.053928537788615,71.3244787222995,82.51833220267471,164.84880318394835,65.64710291701385,64.9021758055597,31.983851298409636,4.20346697273293,164.95045603720823
2020-07-25,30.22732829381994,63.23674280979913,1014.5461561689567,2.1885751141204057,113.1681531874776,50.85706911647028,92.75410183585495,73.30448647673238,74.45398843556558,39.94337833191,19.36340230624704,6.1666335390728655,170.23552149585765
2020-07-26,27.287981654916223,64.83663861762014,1017.1218056934663,7.578185914055439,228.02535234375244,87.14605901877177,57.6979909828793,107.66768887878985,68.22032461394687,34.925604710882865,36.23956494714922,4.54506681436738,152.1348952387891
2020-07-27,33.07440155164063,63.3015577358303,1011.4066168293939,3.36761097525165,294.48531573209755,86.07305832563435,139.60912999234932,111.3404517463423,20.417127831871444,60.85978420620526,19.609385110207263,2.165808578530477,194.42831790964297
2020-07-28,26.19865367333683,69.69608796062266,1015.5452843834277,5.112743730460196,130.90665685654582,97.17820827209607,83.7615171403628,192.5782615086275,77.74683769652668,40.14258366602913,22.40369770623349,2.7565873236257725,165.59235342336962
2020-07-29,27.848404943774675,75.08037069686584,1009.1796969635492,2.3088725074999363,326.97571894799535,23.95618906669724,53.68869473545328,149.2433634173866,28.693692325473386,59.15622082220504,39.497765893871026,2.3154145363362533,145.78623326820156
2020-07-30,31.721355474058786,81.84649045835579,1014.4845874589037,4.20669879631552,228.0706958739221,53.57746840747585,126.16196153287176,100.89288071901196,25.4173862032645,86.82419964713904,16.227302274010754,1.8988888279989067,187.48510131834263
2020-07-31,25.40775141554764,60.497634867835686,1008.3974366279691,5.072558349795686,232.26220454740195,17.436642900499145,109.08929431882419,158.0833670394967,61.456264286147956,50.93882770404299,37.78554960578571,1.5314070810949494,178.66992014354463
2020-08-01,28.410663510502584,86.32018060142943,1014.8997606905127,3.5476497662909336,294.1999920724377,55.52008115994623,61.34735212405891,190.21017037621317,51.77903470136039,39.34818327203614,8.258596873206471,7.229118184649951,154.01918075952463
2020-08-02,34.004180571633306,70.47628723837983,1018.4566538992887,6.355734073221436,319.35111273544226,77.98755458576238,113.31014572732678,114.07387283633109,58.52189876925726,26.731197199603905,10.657004993311482,7.239156413953094,180.84928493824037
2020-08-03,31.0642905965959,79.90505307324167,1007.4121207712625,2.030369503077312,197.544164171971,69.18951976926932,50.91970516166297,83.19130057258417,59.11767557015603,37.941544756844785,29.926272747163754,2.2793681562260004,138.96811823726057
2020-08-04,28.253996981592678,85.47670231482533,1013.5246290500321,5.94567735380206,33.72291641811329,36.77158030594335,124.64914051180241,154.4522768761379,35.91214206090353,39.51917147032668,39.055369416335594,3.448232935000703,186.7039819291709
2020-08-05,33.92046555177113,75.07911279315576,1012.3877654072829,5.461423307758155,70.28747560729602,72.24521152615053,113.11386259972629,173.3254694604143,36.846341746451344,21.945277314516307,27.591530356750873,1.8283300955528672,180.74793748563317
2020-08-06,34.40458584352914,71.10476100766333,1018.9247784388159,2.0927396991732046,154.14629339423317,96.66548190436696,145.39285770025873,188.93237072865833,77.81719862535516,88.24075643738881,15.3057112224355,3.3882329645144393,197.4146472846436
2020-08-07,33.51136671516857,76.70403787375051,1015.4404469501246,7.616928644964686,205.2220212321714,9.717649377076853,81.69220051562777,92.03405706919202,56.90043360195018,99.20430800834106,9.90294053327834,4.387472392728025,164.52389699963922
2020-08-08,33.773730719279556,81.07452251961328,1009.4038776639674,4.156946907318531,291.3700159722649,81.01133946791808,124.07686177542044,160.61204632938484,72.02433911480622,93.05924420451771,22.896983960132822,4.261372210153997,186.40849554263016
2020-08-09,32.98295178966775,83.87378008308303,1010.069927352773,7.340032050905398,135.20986295037986,9.3981939840869,114.99639307777652,161.25569404350142,54.69680845977044,22.875381903739367,21.295930634636104,4.569834760306825,181.7199500612334
2020-08-10,27.865412521282845,61.120445662476435,1010.402859621169,6.9356033639579495,45.741784554678524,52.224326005480435,109.08332605690107,73.96503249207643,66.19961318591665,37.26568219974745,26.80116665366501,1.14010598745326,178.666838533068
2020-08-11,25.516817211686078,79.1228970449462,1019.6377811919381,6.35654800233597,185.86812538843031,32.2956472941246,103.13546315681481,140.28256580931384,67.71117168612221,41.66658010096594,20.363999724697265,1.0884228600669947,175.59576074482536
2020-08-12,25.253507434154574,80.87922618281094,1007.5994148010627,4.45371766648562,56.31733536159098,25.024289816459532,146.2648414677925,178.67741566658674,52.95359988236723,77.16767381600499,28.106908185120595,2.599504227094571,197.86488126366527
2020-08-13,34.54865280663194,78.35162238703057,1008.7159648425173,4.517600374566739,128.15016431445417,75.78461104643691,123.78969166957685,142.06602682648207,20.863609317785354,29.2858112405533,6.610092470761346,0.8054660173922761,186.26022014551387
2020-08-14,33.55460584011007,62.93502481953004,1012.1020765617085,4.949695250700994,62.35267316760547,43.385164923797305,120.36578593800236,131.64259778135226,43.91028406384241,69.26800784417732,27.228277780367534,0.8397800732903339,184.49234468874727
2020-08-15,28.74612614626471,85.69469523564968,1007.4440164062214,5.95216178971367,25.404749064154743,64.24192782063156,112.58599157142365,135.4077136154114,21.59067863249731,66.86204650187706,37.908058449873515,4.816056334069092,180.47538026343267
2020-08-16,28.88169926206522,76.36850367947805,1010.7915395670116,7.648788852659151,346.02860297660914,90.53506419560637,114.32882184423532,129.57287576389717,31.747468087357788,25.548904070013236,8.527230048209933,0.6366636923866229,181.37526101546396
2020-08-17,25.944429607559282,69.56926890881284,1005.3490790360374,7.069251865816727,293.2086537320169,28.185477477339994,118.30067734163569,79.25452429982977,27.089889657299373,75.73897322913206,27.01299963729594,7.081040101452897,183.426061008853
2020-08-18,32.35071043803886,65.32318631339169,1017.102521089009,6.50368850984515,356.5818511202424,41.26176769114265,130.34809303848488,106.66449443426984,42.32108514756699,82.11303685935974,16.928123908855625,7.480679942026735,189.64653908204173
2020-08-19,33.58412751843012,82.63628622254046,1018.5382936001935,2.6187432130155957,181.89085408122858,82.64574661077417,92.89940273750184,167.61323881289468,39.20297606183671,91.64185827969604,18.62205875569571,0.5812823861022377,170.31054514370484
2020-08-20,34.05381976419264,88.50185901152415,1013.6015683218493,7.703642881625337,227.46139638112774,44.84455219783198,59.128667678613354,111.51077288675393,37.592646301883875,46.29316362959328,28.538145962696344,6.1428089707826,152.873600803499
2020-08-21,32.91579043725849,74.83260914107744,1013.2429332348561,2.3453525600998657,158.95098049441572,88.77041827582998,128.96181427945538,81.85679339632975,41.05490075312472,29.36536131420847,10.004708871849255,6.211329737881042,188.930757636389
2020-08-22,31.18218063316261,81.0290739437736,1017.3279008893553,2.436578038185161,254.24720177633864,8.134878064189976,60.11226761227903,80.93388479494966,25.090262845111514,98.93116628009403,18.09947785146421,3.2798161030016817,153.3814658904286
2020-08-23,33.127995672575025,82.60134555776824,1006.25251075048,4.257557513185494,279.77288973387726,55.840424973580504,144.72485773838588,198.1801382969732,45.453320554818575,92.50835080757888,8.891911880715297,4.194688282181444,197.06973687229618
2020-08-24,25.11353644767419,63.564537488042156,1014.738154531741,2.7051574806626295,268.5761565355524,58.336876509715964,96.86606419941262,77.31942583863885,77.73035290847253,49.98964636189633,14.999923019865125,7.014493461420952,172.35866328526046
2020-08-25,27.235958385194525,89.09636480122917,1018.3671467054711,2.2589594717034567,189.97239927106796,99.29647961193004,146.32225394406112,71.58008170967612,24.427793884123933,64.30834275210566,38.92558874666847,4.423233831276116,197.894525218746
2020-08-26,31.293986381352624,78.8267424025219,1018.5173701573648,5.505885871538601,16.360696922924834,28.096318959223034,119.57486889846172,129.0903384198105,77.02468904459352,91.2211027112733,20.947986347499953,5.150994483511526,184.0839681351383
2020-08-27,27.773811829811326,70.60056684078158,1006.1660195544748,5.501936671105232,350.78213075981995,98.62107444796028,68.81211597237613,130.2807926421977,61.88970284118471,62.88770930752963,15.833466570021471,6.6034626478021154,157.87348453789704
2020-08-28,31.847311725538795,84.67611728769506,1015.8857926258254,7.698799479751544,220.82947053688434,41.82430362906189,66.26169393448913,188.42053398419952,75.9637090012408,89.28511116003267,6.582653453716629,0.69775230872939,156.55661752149598
2020-08-29,28.764633668780498,64.51250673310585,1010.7133628494653,5.564784292112811,349.16918321325716,84.21189231357087,131.0553330781833,198.34589681094278,70.29972228266827,57.49545278359762,19.518682581818283,2.5505530394802967,190.01171044079013
2020-08-30,25.563754966509272,89.99153019858392,1013.3314755840394,7.979821022443432,276.83546946498376,94.47657298824281,136.47223762550533,175.6771311869101,70.97884344064468,39.78784813945581,20.76904473585327,1.4686956136362124,192.80863691938632
2020-08-31,34.54051027258723,80.1510205321757,1010.3724407704926,5.708769442747375,40.88073319186645,67.15731955927996,110.617463445088,99.72356471545015,51.2184620542276,81.78547133885115,23.20572253891977,6.891361252389051,179.45896426564082
2020-09-01,30.519068387744856,72.10448598637191,1005.4317401447,2.804091370703844,271.8494120425028,62.03095513534647,106.09379715353862,183.96496834558485,62.244786085953415,37.03713292071286,9.773001645536942,0.6090849925091144,177.12324615936134
2020-09-02,28.50587558806597,73.12424766071187,1010.2238320053495,7.42495216696249,185.03621609753188,78.3653012741143,108.99176868546331,120.99172586296521,43.79256693927621,69.76693601822987,35.18272980613608,7.621404677432316,178.61956444244154
2020-09-03,26.47073480929038,67.74733164896875,1019.7004886292822,4.754814537429568,177.34251383743305,32.875161028750824,142.65876251614944,133.97511810033996,58.004051259003546,39.21164950225545,7.655216483803237,1.4665979143298693,196.00294376492437
2020-09-04,26.280458389577724,79.22624234409643,1010.1850092498579,3.091280506394869,322.84382756616424,47.39616402628724,65.19026935122943,88.04753244442333,60.05346431126163,33.78558969613039,11.730115658303477,0.8065146219985915,156.0034056713408
2020-09-05,26.689350630721645,62.66107601271167,1011.9116815204909,2.723815226603605,74.2801386260853,36.42698610480755,77.85903390319586,93.01136295597709,50.20503625129142,75.23158629034923,6.375924894438462,6.49557799181782,162.54470665180818
2020-09-06,31.279003894909078,87.6261720159544,1009.1531647222081,2.3664677591291827,290.23246072550205,74.82596903836584,58.17590319488719,183.56522113388104,31.07126116138264,36.747945866936824,17.96652359769837,4.13392238893266,152.38165707639064
